Id,SalePrice
2520,193000
2521,195000
2522,230000
2523,122000
2524,132500
2525,132500
2526,156000
2527,130250
2528,110000
2529,129000
2530,135000
2531,235000
2532,237000
2533,180000
2534,230000
2535,240000
2536,235000
2537,203000
2538,155835
2539,185000
2540,169990
2541,174000
2542,176000
2543,140000
2544,124000
2545,140000
2546,140000
2547,132500
2548,142953
2549,157000
2550,184750
2551,140000
2552,130000
2553,82000
2554,82000
2555,105000
2556,110000
2557,110000
2558,160000
2559,139000
2560,140000
2561,116900
2562,112000
2563,135000
2564,164000
2565,93000
2566,137450
2567,125500
2568,136000
2569,159000
2570,124000
2571,140000
2572,147000
2573,190000
2574,302000
2575,110000
2576,115000
2577,79000
2578,110000
2579,97000
2580,160000
2581,142125
2582,109500
2583,235000
2584,210000
2585,147000
2586,193000
2587,175000
2588,123000
2589,156000
2590,175000
2591,155000
2592,239000
2593,265900
2594,143500
2595,220000
2596,270000
2597,220000
2598,175000
2599,378500
2600,98300
2601,144000
2602,88000
2603,91000
2604,91500
2605,75000
2606,165500
2607,175000
2608,210000
2609,179900
2610,84500
2611,98600
2612,145000
2613,125000
2614,130000
2615,155000
2616,155000
2617,155000
2618,159000
2619,110000
2620,193000
2621,188000
2622,168000
2623,239900
2624,240000
2625,372500
2626,175000
2627,170000
2628,361919
2629,438780
2630,361919
2631,361919
2632,361919
2633,275000
2634,369900
2635,146800
2636,205000
2637,190000
2638,263435
2639,170000
2640,140000
2641,120500
2642,181000
2643,106000
2644,125000
2645,118000
2646,83000
2647,118000
2648,127500
2649,140000
2650,148500
2651,146000
2652,437154
2653,256300
2654,248328
2655,374000
2656,285000
2657,361919
2658,556581
2659,395000
2660,277500
2661,369900
2662,374000
2663,271000
2664,319900
2665,277500
2666,318061
2667,178900
2668,178900
2669,176485
2670,219210
2671,155835
2672,167240
2673,192500
2674,178740
2675,167240
2676,183500
2677,186500
2678,200000
2679,348000
2680,337000
2681,325000
2682,290000
2683,625000
2684,290000
2685,290000
2686,281000
2687,282922
2688,235128
2689,185000
2690,287090
2691,186500
2692,141000
2693,257000
2694,84500
2695,180000
2696,173000
2697,189000
2698,187000
2699,179200
2700,153900
2701,158000
2702,132500
2703,112000
2704,140000
2705,128500
2706,120000
2707,120500
2708,122000
2709,88000
2710,135000
2711,333168
2712,341000
2713,197000
2714,147400
2715,177500
2716,148800
2717,176000
2718,176000
2719,145000
2720,142125
2721,128900
2722,142125
2723,137500
2724,123000
2725,134500
2726,132500
2727,210000
2728,136000
2729,129000
2730,135000
2731,119000
2732,124000
2733,139000
2734,147500
2735,135000
2736,140000
2737,119000
2738,124000
2739,140000
2740,160000
2741,150000
2742,155000
2743,143000
2744,143000
2745,135000
2746,119000
2747,155000
2748,123000
2749,109500
2750,124000
2751,128900
2752,140000
2753,144000
2754,160000
2755,125500
2756,110000
2757,73000
2758,86000
2759,140000
2760,138887
2761,158000
2762,140000
2763,210000
2764,169000
2765,210000
2766,100000
2767,92900
2768,141000
2769,135000
2770,142125
2771,110000
2772,125000
2773,107400
2774,135000
2775,125000
2776,125500
2777,105000
2778,116900
2779,122500
2780,113000
2781,113000
2782,112000
2783,114504
2784,132500
2785,125500
2786,35311
2787,110000
2788,52500
2789,107500
2790,160000
2791,132500
2792,85000
2793,207000
2794,110000
2795,128000
2796,109500
2797,140000
2798,115000
2799,114504
2800,55000
2801,100000
2802,135000
2803,141000
2804,115000
2805,119000
2806,115000
2807,132000
2808,135000
2809,145000
2810,147500
2811,144000
2812,147000
2813,171000
2814,171000
2815,60000
2816,280000
2817,180000
2818,133000
2819,165000
2820,145000
2821,108000
2822,135000
2823,189000
2824,149900
2825,120000
2826,135000
2827,140000
2828,215000
2829,212000
2830,187100
2831,194000
2832,203000
2833,318000
2834,213500
2835,203000
2836,213500
2837,210000
2838,145000
2839,178000
2840,145000
2841,195000
2842,235000
2843,161750
2844,132500
2845,127000
2846,230000
2847,175000
2848,185000
2849,219500
2850,230000
2851,195000
2852,175000
2853,274300
2854,136500
2855,185000
2856,197000
2857,185900
2858,185000
2859,210000
2860,127500
2861,107000
2862,165400
2863,123600
2864,200000
2865,140000
2866,130000
2867,110000
2868,112000
2869,161500
2870,190000
2871,135000
2872,60000
2873,110000
2874,127000
2875,132500
2876,116000
2877,128000
2878,144000
2879,175000
2880,110000
2881,140000
2882,140000
2883,175000
2884,230000
2885,180500
2886,143000
2887,115000
2888,145000
2889,34900
2890,86000
2891,119000
2892,80500
2893,84500
2894,55000
2895,275000
2896,275000
2897,210000
2898,124000
2899,201000
2900,135000
2901,280000
2902,226000
2903,283463
2904,270000
2905,98000
2906,206300
2907,115000
2908,128500
2909,124000
2910,92000
2911,80000
2912,143000
2913,75000
2914,97000
2915,97000
2916,88000
2917,168000
2918,93500
2919,175000
