Id,SalePrice
1675,1471927.5655218638
1676,1472902.8532610326
1677,1473225.661590653
1678,1609578.4247741285
1679,1570388.907459132
1680,1539318.542162864
1681,1513592.989799404
1682,1546335.8737519025
1683,1460397.04696566
1684,1436938.562657368
1685,1442274.9411270912
1686,1444188.9473983408
1687,1431880.427484579
1688,1436226.2025026693
1689,1440297.8592774454
1690,1450903.3402189887
1691,1451852.990425699
1692,1477211.6136832149
1693,1453722.928641913
1694,1439062.1449393653
1695,1425026.2891030763
1696,1462337.4189767796
1697,1423561.1571519882
1698,1510974.791086488
1699,1535998.4889660175
1700,1503568.4254729147
1701,1490389.7520185965
1702,1453009.399824401
1703,1458369.070774021
1704,1488187.8701365958
1705,1513189.5727253356
1706,1546071.5207058867
1707,1492695.9241421702
1708,1464737.8514649603
1709,1471439.722094445
1710,1475343.14378575
1711,1505796.0415910152
1712,1483271.2259578411
1713,1497468.3452486857
1714,1470548.0841317228
1715,1465641.154335273
1716,1444092.3271871167
1717,1459970.4149657474
1718,1437121.2440822343
1719,1465267.0280460385
1720,1480038.5417072629
1721,1440535.7371495464
1722,1432561.860698542
1723,1446882.625668339
1724,1460898.8205399397
1725,1471827.1956876093
1726,1446817.3137101433
1727,1423401.5789571055
1728,1451378.1988409436
1729,1440209.9320772649
1730,1390531.766614417
1731,1402971.7517754254
1732,1421969.8627708922
1733,1411409.4174250844
1734,1410541.778291469
1735,1431880.0187785649
1736,1403551.615457676
1737,1475544.975875571
1738,1496928.126135239
1739,1430426.223018181
1740,1461702.7040749989
1741,1462590.2617178145
1742,1440694.457944702
1743,1439250.3484270968
1744,1542344.4195824885
1745,1490239.510770447
1746,1431095.4221665687
1747,1441729.8256864273
1748,1419537.383833732
1749,1416626.6366148745
1750,1408163.253724094
1751,1438741.519903229
1752,1417545.026318652
1753,1426874.2105627083
1754,1419685.651316401
1755,1435404.5492033702
1756,1420050.0868783765
1757,1427071.64884764
1758,1428831.1128238388
1759,1410537.5367065952
1760,1428992.0927827558
1761,1410488.5633806107
1762,1426828.3607585668
1763,1451440.7126293196
1764,1419232.9741361993
1765,1423570.446815874
1766,1442140.6376224211
1767,1434528.942556323
1768,1432152.5661326605
1769,1433770.6626877445
1770,1449717.0246477365
1771,1429874.145510497
1772,1418512.0370509964
1773,1425330.4927738146
1774,1399905.3994909483
1775,1442571.8259810205
1776,1429532.030252391
1777,1420278.9376301565
1778,1447356.2348220418
1779,1420013.5840261425
1780,1413826.972819041
1781,1422977.799619976
1782,1411558.2972951108
1783,1405962.704154017
1784,1403710.5250824601
1785,1429718.0285968543
1786,1408715.8090712777
1787,1416187.114833932
1788,1392117.5357323685
1789,1405209.030083286
1790,1412388.1429626527
1791,1401113.7754727532
1792,1417288.2035800521
1793,1394308.028601647
1794,1445333.6038964014
1795,1423224.4781975676
1796,1448452.706091872
1797,1398660.1230174447
1798,1441878.2311757184
1799,1416047.4193391534
1800,1453168.490697808
1801,1401424.0207123044
1802,1401851.5117608649
1803,1409385.9494357915
1804,1420578.0736486358
1805,1419725.2037003902
1806,1388725.068082118
1807,1386375.113365361
1808,1407161.904249786
1809,1422357.7586129173
1810,1402800.6153098703
1811,1362647.3395344592
1812,1396378.501944345
1813,1420408.9407719127
1814,1409396.6483568181
1815,1378106.24397778
1816,1410801.9051954332
1817,1407901.137540585
1818,1415845.0907073873
1819,1419230.0047783148
1820,1394644.366350804
1821,1386216.0677953544
1822,1408263.6160527417
1823,1395704.3267254573
1824,1420172.828920174
1825,1423967.2443671296
1826,1418188.5842154282
1827,1402071.0502795433
1828,1407308.2367599201
1829,1427870.0225519654
1830,1386166.342614355
1831,1378902.5532955271
1832,1347259.4537969497
1833,1409447.8869234347
1834,1396212.446232339
1835,1386391.972723858
1836,1396781.9206846557
1837,1404911.071387228
1838,1371813.2590966462
1839,1404741.9580092034
1840,1445969.5365536516
1841,1421068.7197189233
1842,1415405.3588516419
1843,1418985.0943285753
1844,1461698.7769391327
1845,1422197.489986543
1846,1437557.4336326313
1847,1438177.8690834702
1848,1388711.1388580133
1849,1410656.50642796
1850,1425360.046021666
1851,1409676.8805460227
1852,1425713.3683186513
1853,1429650.8961684904
1854,1432973.3649959606
1855,1443770.7606020742
1856,1461753.9636508995
1857,1385722.7683206168
1858,1369817.190500272
1859,1388322.7823727191
1860,1421471.746793632
1861,1387709.9070810708
1862,1487908.5624798085
1863,1475958.4546889928
1864,1475958.4525110177
1865,1551761.2089509633
1866,1533229.9106994518
1867,1454903.1672432818
1868,1496310.8369557061
1869,1467282.0823818953
1870,1467691.5463489299
1871,1508096.1909998995
1872,1447395.2334381943
1873,1494060.1787189017
1874,1433129.3674295568
1875,1450108.518734844
1876,1441332.3786006714
1877,1456624.0529356007
1878,1458502.727076055
1879,1445046.9719926124
1880,1415765.7799668093
1881,1474274.766217776
1882,1445594.685605818
1883,1435129.3418444232
1884,1436812.485424438
1885,1478179.563587801
1886,1504456.6455000588
1887,1471611.0167758842
1888,1470342.350306245
1889,1443537.910690595
1890,1408085.7731795446
1891,1413370.870164584
1892,1419756.9369828333
1893,1412969.0228733267
1894,1410532.3207156234
1895,1410950.0646548835
1896,1413817.4107859745
1897,1423595.0085262028
1898,1374091.8670746856
1899,1454665.8618203881
1900,1431432.7903101682
1901,1468939.4965378675
1902,1463230.5291645476
1903,1466440.2443514257
1904,1466799.3818638246
1905,1449588.8778665108
1906,1435393.7978241951
1907,1460551.4545702976
1908,1387253.4868502575
1909,1422717.4750836412
1910,1401811.4571577352
1911,1467150.3532876554
1912,1525900.5055116662
1913,1387667.77620489
1914,1383125.9163035466
1915,1572382.3551218105
1916,1385571.523692206
1917,1444923.9044294679
1918,1424381.4823283353
1919,1416498.699055485
1920,1411605.1759525663
1921,1579909.8646340924
1922,1550358.2365649021
1923,1453960.997347022
1924,1469360.883116418
1925,1437731.859371915
1926,1556619.231591201
1927,1412823.4822931155
1928,1431162.4148803684
1929,1409125.2097257464
1930,1421117.359966624
1931,1402500.5476139155
1932,1395633.2219261653
1933,1461036.5243386799
1934,1426386.3503092988
1935,1429080.589864517
1936,1455180.9108374896
1937,1427566.3198398515
1938,1440931.8428644822
1939,1529571.2607420902
1940,1467802.4559760294
1941,1416061.652986798
1942,1425198.640746051
1943,1507228.954797314
1944,1574831.5754016577
1945,1602792.463302283
1946,1408940.587799245
1947,1544912.7163945776
1948,1418420.2052726015
1949,1522698.6089201835
1950,1451404.8654291085
1951,1473063.4889042177
1952,1453941.7550921724
1953,1444732.730408642
1954,1415787.4178100354
1955,1410838.2678490193
1956,1455087.418386581
1957,1420527.378468637
1958,1460637.3186353906
1959,1405300.4507605531
1960,1421834.9305885038
1961,1432569.379265184
1962,1390530.5654205927
1963,1390823.49163421
1964,1398894.3668686883
1965,1403760.1843893048
1966,1415659.1048760298
1967,1534842.5466896067
1968,1590334.8819468855
1969,1575213.4589111
1970,1551543.6583703156
1971,1588432.2264449862
1972,1544021.4911571085
1973,1515257.7975852634
1974,1533192.9591355142
1975,1589565.2010833225
1976,1506898.0786620355
1977,1521178.4834585036
1978,1522585.2245269143
1979,1520792.450293098
1980,1465268.5064483476
1981,1537499.9128402951
1982,1482056.4316897965
1983,1475801.2943172134
1984,1439898.7630881746
1985,1464325.4717048998
1986,1437380.5355860232
1987,1462971.6590632848
1988,1435383.284117173
1989,1436422.8746664026
1990,1437159.1132539264
1991,1483340.951499132
1992,1450128.7906550174
1993,1434105.1636188426
1994,1437357.5718763624
1995,1425296.7291332814
1996,1512313.308481894
1997,1530132.8454731028
1998,1519179.7808044986
1999,1534828.0645120782
2000,1505899.5895057549
2001,1525841.214767817
2002,1495875.2121025934
2003,1467595.5626786775
2004,1500176.459532077
2005,1496307.3276756513
2006,1482604.8678122
2007,1475938.8892110824
2008,1496714.9167466457
2009,1463132.0006485558
2010,1441940.5568724317
2011,1448074.4281149623
2012,1460298.3682761933
2013,1453485.1326520503
2014,1443263.9714993187
2015,1482421.6194387977
2016,1457136.5740854838
2017,1446677.1323567056
2018,1431197.7917662594
2019,1414967.6772865527
2020,1393174.179917714
2021,1427780.3689187807
2022,1449818.1066162004
2023,1408974.326599998
2024,1490694.025668466
2025,1554269.768433713
2026,1455016.3653226518
2027,1442826.442760659
2028,1419896.662258999
2029,1423529.9083674499
2030,1490905.6476494265
2031,1484860.8037096434
2032,1507421.406914637
2033,1483491.6949701826
2034,1444467.2695124275
2035,1458557.5407788982
2036,1440631.6655506822
2037,1444525.3282898185
2038,1511144.7734863856
2039,1523995.1543224934
2040,1476466.8493156652
2041,1526039.757568804
2042,1452392.7092916244
2043,1432588.8123388798
2044,1416464.2818324747
2045,1448592.7405413664
2046,1411536.968406173
2047,1406992.970082833
2048,1436075.7906927732
2049,1399603.681141512
2050,1424255.4976344802
2051,1396392.3113319944
2052,1413057.6222041058
2053,1429191.4469558508
2054,1405248.7389459736
2055,1428850.7001517476
2056,1421492.0511245797
2057,1413232.8479405702
2058,1438951.420173287
2059,1426085.759667751
2060,1426743.8189892056
2061,1413595.7841695105
2062,1421081.4747159532
2063,1431659.7795426627
2064,1421992.2421292881
2065,1426150.7463578559
2066,1432202.795492753
2067,1407675.065034661
2068,1402702.7313208156
2069,1392042.8336170982
2070,1405959.2515314217
2071,1429303.4978010315
2072,1403537.3400144088
2073,1396446.969929623
2074,1424130.3723126887
2075,1438229.987604207
2076,1412696.187268671
2077,1459894.4022298497
2078,1443778.7489623795
2079,1412045.003182122
2080,1397963.1329603116
2081,1411915.0490659042
2082,1421554.6657681451
2083,1428040.0745405522
2084,1416932.9365150514
2085,1408872.9228087268
2086,1387576.73380735
2087,1383344.8819270334
2088,1374342.707676535
2089,1411199.6571135786
2090,1412200.6243819022
2091,1397479.8212632877
2092,1390854.035075474
2093,1382754.0646226374
2094,1421704.1743944767
2095,1418490.4778449195
2096,1394040.266691632
2097,1400273.8477636627
2098,1418469.6839610548
2099,1375724.8612117576
2100,1379224.595088162
2101,1387990.5409299317
2102,1377866.8847839967
2103,1412638.531204103
2104,1393609.1819004049
2105,1416547.0528097865
2106,1355749.0415700465
2107,1388913.7846725727
2108,1415167.8082784913
2109,1408121.0192470313
2110,1400993.9978137384
2111,1394326.9922943418
2112,1427606.0157766552
2113,1415002.0071238833
2114,1376119.8637939268
2115,1437300.346441181
2116,1415111.5396974538
2117,1417414.5864615687
2118,1429823.2888817466
2119,1402893.972575908
2120,1394925.737138675
2121,1404813.350224786
2122,1425830.1063250345
2123,1407903.6573634339
2124,1418899.7911500758
2125,1391407.626198919
2126,1434230.8202886595
2127,1424005.0564618227
2128,1406461.2658767677
2129,1381299.5883188
2130,1399655.3269253434
2131,1386943.0663668108
2132,1377414.7814228213
2133,1410575.2445546319
2134,1405638.2053044452
2135,1389651.6075534294
2136,1376605.931392644
2137,1396009.3052374595
2138,1407547.8587911609
2139,1413015.57295996
2140,1430724.685364788
2141,1437062.6086161924
2142,1428028.7411459093
2143,1440515.8666949668
2144,1399201.2714131665
2145,1429653.118371773
2146,1457116.8269283301
2147,1435044.4544490757
2148,1412833.9409575067
2149,1432015.397022517
2150,1496890.7643380729
2151,1431120.8936351384
2152,1451908.6648631194
2153,1437370.5781837613
2154,1397375.1058273478
2155,1407802.537963198
2156,1436690.5199231268
2157,1463119.4491804927
2158,1479622.3042963357
2159,1460803.5692428495
2160,1450961.142625107
2161,1454607.2232308262
2162,1507877.4637431675
2163,1530933.2078484432
2164,1490699.0314191128
2165,1478564.8867161055
2166,1446101.6253053392
2167,1472750.0548000461
2168,1427583.857158475
2169,1451985.6007444174
2170,1449327.8904353068
2171,1433484.409027278
2172,1409288.4183865874
2173,1447160.94228977
2174,1439325.5712058921
2175,1477398.6503768354
2176,1530853.5010131593
2177,1459296.3527528825
2178,1448350.2943189093
2179,1430750.1252446272
2180,1430438.7662417735
2181,1463905.8720792034
2182,1460406.3156027547
2183,1463232.4134746096
2184,1410864.0623668558
2185,1412227.0873197583
2186,1406974.8479232066
2187,1435051.723808684
2188,1433628.6349687153
2189,1444001.334807132
2190,1392429.6129106334
2191,1363299.3558039987
2192,1413003.3462640098
2193,1418853.603592073
2194,1386604.7137813088
2195,1414495.5671697012
2196,1418654.695555651
2197,1414192.3079691273
2198,1423453.689502182
2199,1436117.9695595116
2200,1435965.6747863046
2201,1433318.7606908944
2202,1464357.1994870198
2203,1436390.0209971475
2204,1457490.8731726906
2205,1422817.2707658946
2206,1444499.1373208133
2207,1466092.5174737093
2208,1483220.4210737864
2209,1505174.3261164012
2210,1416689.7650979501
2211,1412942.0515547
2212,1407097.7365743346
2213,1409654.268721024
2214,1398003.0311738527
2215,1393325.8586779446
2216,1412164.9152071304
2217,1398325.7107154266
2218,1356880.9009035933
2219,1376156.8715686915
2220,1349724.4131992203
2221,1572595.887574064
2222,1553110.2982152482
2223,1494295.4256928763
2224,1433393.8873055992
2225,1391700.4618838844
2226,1425439.5897603142
2227,1456663.0110330065
2228,1523118.4390508826
2229,1485646.565923262
2230,1432864.8438663962
2231,1470113.2870825888
2232,1439411.428998388
2233,1477490.661186189
2234,1506133.5518001434
2235,1494790.5744030713
2236,1482044.046019076
2237,1504701.4351947424
2238,1436028.738110593
2239,1378634.8496436416
2240,1430216.7795908754
2241,1419946.7480651964
2242,1415612.45209894
2243,1407224.8274026155
2244,1400872.3136570654
2245,1419399.7007497833
2246,1422565.567775506
2247,1399908.5488851634
2248,1421751.4814672065
2249,1412563.3459041384
2250,1408896.049996843
2251,1395235.6488148537
2252,1435438.384809664
2253,1427140.9285279396
2254,1429414.6370226382
2255,1419607.7147096568
2256,1426791.5207084152
2257,1430276.80984405
2258,1416663.116388732
2259,1419089.108835138
2260,1406636.153499423
2261,1502856.4625503062
2262,1507188.150295963
2263,1560541.5028892434
2264,1574959.0977955111
2265,1425838.2566593844
2266,1553031.350448836
2267,1558385.0803412558
2268,1601779.9683417487
2269,1438621.34531597
2270,1447689.264107172
2271,1457150.0508321277
2272,1435947.9456561706
2273,1436229.0793110072
2274,1449522.3929788624
2275,1418175.2984242956
2276,1456497.1008385555
2277,1411656.841050276
2278,1413815.4447603528
2279,1449335.890845912
2280,1396510.7454344886
2281,1431621.5727908607
2282,1443511.1055140053
2283,1397800.0020498424
2284,1414614.5974847018
2285,1422046.8911983096
2286,1420630.6270295721
2287,1579086.0256725117
2288,1521422.699638844
2289,1561647.2334303814
2290,1579046.3984941733
2291,1534315.954273122
2292,1582562.1733066891
2293,1614721.122783556
2294,1574381.6387486462
2295,1601345.1056808583
2296,1478663.3025206388
2297,1575885.7590962588
2298,1575064.8452942655
2299,1525637.1725393361
2300,1519254.187823325
2301,1555664.9666493977
2302,1497566.985860892
2303,1491176.9073563325
2304,1482577.2236978565
2305,1477090.9698646949
2306,1467437.9299880066
2307,1474506.7741497704
2308,1479780.6591710388
2309,1525994.0650380026
2310,1489748.984477186
2311,1471064.4621788566
2312,1441030.0409390484
2313,1433827.502056954
2314,1429576.413511952
2315,1440931.2758942465
2316,1448343.6382185942
2317,1455477.3100452484
2318,1450260.7091600155
2319,1444887.1394332307
2320,1447834.102249607
2321,1470595.6968221315
2322,1460834.9082215684
2323,1478900.8808261747
2324,1450979.742057864
2325,1459057.5073868851
2326,1442289.0889112796
2327,1438372.466799579
2328,1450213.5887362272
2329,1435400.0017427928
2330,1420182.8699561148
2331,1520836.8826026642
2332,1547176.7730993829
2333,1506021.874161311
2334,1492053.4267415577
2335,1522137.1827804358
2336,1495842.577137263
2337,1460780.9350795173
2338,1480922.3405926847
2339,1475809.4421611535
2340,1558490.312742988
2341,1466506.0651619514
2342,1483683.1941397772
2343,1488127.200956887
2344,1449578.3937356067
2345,1456404.2128943778
2346,1482813.3520366908
2347,1469232.3145167115
2348,1487153.0334656057
2349,1467877.42792567
2350,1525323.7342033884
2351,1513749.5838811104
2352,1475860.6349816942
2353,1455798.884087009
2354,1444174.6899707778
2355,1449673.7608779757
2356,1452150.8095566272
2357,1448903.743893677
2358,1459805.122183817
2359,1404514.4519802346
2360,1425675.9857426411
2361,1423381.4873217852
2362,1450954.2168146935
2363,1458804.7384193637
2364,1448039.9132942609
2365,1458123.0274784085
2366,1472732.5377397058
2367,1472732.047486884
2368,1494858.5966788786
2369,1469530.755939783
2370,1426794.163281104
2371,1432626.51155516
2372,1467111.6501299688
2373,1502788.5564276646
2374,1501002.3430822524
2375,1498909.365413099
2376,1495940.3083436335
2377,1524478.8581523695
2378,1431259.8208377329
2379,1423075.2694943356
2380,1412904.3512684698
2381,1432998.9228264266
2382,1442883.9801031924
2383,1439287.369148537
2384,1456269.6663712799
2385,1426813.3164221537
2386,1430771.4213999812
2387,1423040.466377269
2388,1375808.4529172066
2389,1411068.0170066892
2390,1448568.2300165542
2391,1430359.5550171123
2392,1424129.624835351
2393,1431599.8748171753
2394,1443770.7166696792
2395,1425137.1118905465
2396,1412428.9364848225
2397,1438272.7182394122
2398,1412244.3951170477
2399,1412210.6803672728
2400,1418226.6926737637
2401,1436578.712072995
2402,1426635.358929493
2403,1410331.337092605
2404,1429964.439306066
2405,1424419.317166138
2406,1431169.2982518612
2407,1419218.269207941
2408,1427631.9024254293
2409,1408471.2012524991
2410,1423167.5536035472
2411,1421811.308015795
2412,1437716.0625499166
2413,1428476.100310082
2414,1448603.882573226
2415,1409932.8070431151
2416,1424943.2971662986
2417,1425359.7079593432
2418,1424913.044195836
2419,1415831.6995327198
2420,1430064.001644366
2421,1416050.5655794977
2422,1407560.2858114648
2423,1419180.395743826
2424,1418893.2508682297
2425,1383725.5874090823
2426,1417610.0062576258
2427,1420692.12949131
2428,1434423.6128568328
2429,1409214.1951477272
2430,1425843.093117489
2431,1407024.8785696873
2432,1466827.6756786625
2433,1452377.6397278062
2434,1448586.222669317
2435,1464945.8377489825
2436,1427910.5617790227
2437,1400624.1610217695
2438,1414166.555863991
2439,1385092.786451479
2440,1406416.3573054592
2441,1382838.1392337638
2442,1394498.977284961
2443,1420698.701352159
2444,1406677.7555467817
2445,1385711.834673773
2446,1399095.3691081698
2447,1417744.2409754298
2448,1396683.3593615848
2449,1385389.8061101758
2450,1425971.3425063803
2451,1400759.8875314868
2452,1436230.9639322157
2453,1405770.6082494254
2454,1400700.901516681
2455,1410266.0744593577
2456,1416350.1754513239
2457,1427662.3683962882
2458,1440648.3040776667
2459,1418039.0655930038
2460,1425124.3423685576
2461,1416575.2221973357
2462,1408830.9994704318
2463,1422738.2353751115
2464,1404126.7947513615
2465,1410172.8108616616
2466,1420895.1775025218
2467,1382659.2857938488
2468,1389160.923518119
2469,1394097.6698026047
2470,1419563.7442927887
2471,1426670.7790592252
2472,1408000.8681140481
2473,1392558.3692313978
2474,1371254.893880203
2475,1404284.4138892698
2476,1413953.3301021052
2477,1407354.7853047107
2478,1412571.4126395914
2479,1402553.161849718
2480,1431327.5652142274
2481,1418422.6632434078
2482,1415681.7170889447
2483,1413795.854527581
2484,1409988.297084318
2485,1415238.1966923694
2486,1454267.8853682545
2487,1415916.6382202995
2488,1430106.76668705
2489,1436974.128709462
2490,1422118.500177924
2491,1377533.0626552864
2492,1459209.5678516557
2493,1436478.350954929
2494,1415674.957274146
2495,1382565.6625917065
2496,1449740.8422188242
2497,1424355.5665423502
2498,1435881.3916967665
2499,1387983.6060804431
2500,1424585.2362224436
2501,1418213.3791845837
2502,1414090.439576943
2503,1392188.7491393727
2504,1410465.0773899374
2505,1466039.6506263218
2506,1469784.4029054944
2507,1478027.483939445
2508,1464472.9556984645
2509,1462002.9521597247
2510,1459234.8214893187
2511,1442765.9497693297
2512,1457417.5808941103
2513,1450924.1614151844
2514,1496178.8388861087
2515,1443074.2847186713
2516,1436531.2543009329
2517,1442649.64098807
2518,1456127.0156594948
2519,1493860.7390988977
2520,1462898.5312098558
2521,1434511.1611251007
2522,1458623.637377801
2523,1415591.700979738
2524,1428138.6434862432
2525,1424594.4339456013
2526,1452324.399151065
2527,1432303.3593755276
2528,1435809.8880812894
2529,1451256.674820527
2530,1417747.6576297446
2531,1479112.7771888967
2532,1453371.3498191717
2533,1439855.876838121
2534,1485520.7388904295
2535,1464240.7857150012
2536,1445299.8813662664
2537,1509777.398320584
2538,1444182.2324303226
2539,1457080.7145586885
2540,1458659.4203789798
2541,1434068.8705225675
2542,1442211.9982917435
2543,1414990.7989753098
2544,1416360.2279529958
2545,1411129.195899405
2546,1405177.0010840897
2547,1401361.6171272337
2548,1403000.5351308663
2549,1435220.1974050622
2550,1546083.0855645598
2551,1425109.5494154827
2552,1416118.3541401462
2553,1383571.3580291704
2554,1386036.9977304586
2555,1394534.9869907456
2556,1407646.7065778677
2557,1410555.6966907936
2558,1398604.2807619371
2559,1458364.3256646194
2560,1452277.2077267882
2561,1451223.2431518692
2562,1435600.905372512
2563,1431425.2544409218
2564,1475445.5279944944
2565,1460047.20950863
2566,1460590.4493446858
2567,1442114.149447504
2568,1480277.012692682
2569,1488478.1184469038
2570,1399132.751435476
2571,1476395.6124687535
2572,1436630.4737808765
2573,1470918.2704953686
2574,1494978.4299672008
2575,1408573.3564010444
2576,1401565.2191917985
2577,1393138.7382135862
2578,1367489.633771677
2579,1373916.3934147866
2580,1366077.9699000143
2581,1406814.1346459906
2582,1424949.742462793
2583,1520201.9196993145
2584,1420140.6160234823
2585,1457197.1078835349
2586,1462372.9002170595
2587,1445288.1314316378
2588,1423905.0447063767
2589,1424443.4229617813
2590,1454993.9074991602
2591,1433640.1103353077
2592,1466474.1908747214
2593,1508575.4243047289
2594,1451048.0865800618
2595,1490626.069952955
2596,1511926.635163561
2597,1474203.9044054658
2598,1491324.9154001656
2599,1542035.2491924963
2600,1392952.1076462758
2601,1432558.1355623896
2602,1390744.2299252641
2603,1412633.970487028
2604,1398212.455884649
2605,1388774.7308849883
2606,1429088.138367644
2607,1453885.348858898
2608,1433509.568037054
2609,1425306.6477005375
2610,1414619.4193994724
2611,1399625.3183605294
2612,1436278.5771931722
2613,1419318.3347747852
2614,1422806.5046876497
2615,1433781.5460930862
2616,1438045.303669903
2617,1436227.6641863273
2618,1477279.2155054337
2619,1426422.8707334897
2620,1434902.72864073
2621,1421290.524499184
2622,1412554.572874431
2623,1451884.336842774
2624,1485804.3938434632
2625,1489795.1982294437
2626,1430511.5660404586
2627,1446619.264840582
2628,1607802.5304416227
2629,1625927.0229086508
2630,1580472.475250537
2631,1578688.518096046
2632,1562768.5109446463
2633,1541851.4051422155
2634,1596129.1587274163
2635,1435541.0640624422
2636,1420820.1737279356
2637,1474206.3459905717
2638,1500103.176459365
2639,1431168.5394990486
2640,1418945.3482714132
2641,1409298.6757016242
2642,1439958.0457391874
2643,1399315.177802199
2644,1393915.2025042553
2645,1400482.3242486161
2646,1397248.4616523576
2647,1396346.4850535714
2648,1412135.9143428016
2649,1441764.7594211516
2650,1400036.0257613412
